Biz,GBU,Metric,Total Store + Deals,2014-W48,2014-W49,2014-W50,2014-W51,2014-W52,2015-W01,2015-W02,2015-W03,2015-W04,2015-W05,2015-W06,2015-W07,2015-W08,2015-W09,2015-W10,2015-W11,2015-W12,2015-W13,2015-W14,2015-W15,2015-W16,2015-W17,2015-W18,2015-W19,2015-W20,2015-W21,2015-W22,2015-W23,2015-W24,2015-W25,2015-W26,2015-W27,2015-W28,2015-W29,2015-W30,2015-W31,2015-W32,2015-W33,2015-W34,2015-W35,2015-W36,2015-W37,2015-W38,2015-W39,2015-W40,2015-W41,2015-W42,2015-W43,2015-W44,2015-W45,2015-W46,2015-W47
Deals,NB Accy,Order $,NB Accy Order $,404.5406729,461.6726126,525.9151107,1720.250488,2191.144289,1030.157488,1135.299644,866.9657419,909.5662153,704.9104044,970.5448005,843.4294972,804.7883401,986.8812243,974.0654283,955.9215861,1421.974764,906.9865074,995.1281539,781.2870077,1054.512653,966.2325146,799.5640783,923.2288671,882.9661139,920.4364061,701.5164312,713.6739015,781.9650203,971.4456619,1284.005231,768.5392544,1058.22086,744.8719048,882.5020622,1610.122504,1104.350106,1047.912726,900.0596418,1312.381004,1307.075524,1160.172275,1130.166991,1289.874022,1435.713364,783.9061886,733.911822,622.4500101,740.8128339,755.4225349,685.4346687,611.8640667
Deals,NB Accy,LIO,NB Accy LIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,NB Accy,ASP,NB Accy ASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,NB Accy,Units,NB Accy Units,0,0,0,0,0,0,0,0,0,0,0,0,0,40.21651559,38.20924788,38.0567107,60.20246583,36.07995703,38.70836578,30.02853684,44.3264557,36.51654874,31.43513795,35.19584202,35.07294273,36.73626051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deals,NB Accy,PM,NB Accy PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,NB Accy,PM%,NB Accy PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,Monitor,Traffic,Monitor Traffic,15216.01458,14489.27514,14325.33055,25779.60067,27137.61415,20783.24129,18921.23614,23286.65587,23218.27665,17371.69592,22489.19885,19364.9678,18909.12483,21875.14668,20760.18504,19891.68984,23293.89534,20842.3977,20518.1473,19739.00673,20051.35161,17638.2607,17472.16495,20421.84149,17098.70085,19284.38458,14034.81169,13163.8459,13532.88124,15284.11004,14864.79019,13845.14812,18234.35418,13369.81499,12933.45517,16774.40819,16035.07942,13997.49332,20085.20691,13409.53141,16182.29841,14797.21794,14682.76997,15086.00462,13870.34884,16164.86036,14350.51799,15894.18622,13310.33589,16130.09095,15340.14665,15649.12725
Traffic Business,Monitor,Conversion,Monitor Conversion,0.014620723,0.019140677,0.021327848,0.060821483,0.132947277,0.066785498,0.058851721,0.040958109,0.047400133,0.045559446,0.054481658,0.05146935,0.052145965,0.039512827,0.042834716,0.048403489,0.089243883,0.035166324,0.036026622,0.034900905,0.048956411,0.061470741,0.049996356,0.041092334,0.055386614,0.054184813,0.05024621,0.052520666,0.049336186,0.101623486,0.145359022,0.045901995,0.042601052,0.034175986,0.041579203,0.054731006,0.039379281,0.042247217,0.03522355,0.082658803,0.062871708,0.062575717,0.092361993,0.084937341,0.132205087,0.051233949,0.051324232,0.033297352,0.031693193,0.026185588,0.023193862,0.021836196
Traffic Business,Monitor,AOS,Monitor AOS,266.6582946,266.1448094,261.835867,225.9157976,207.1246485,230.8175912,252.4268271,250.5375844,247.8858984,248.6363474,246.1294305,249.7202783,246.4274373,266.9967142,274.173213,280.4349029,253.6387146,269.5820292,273.5159848,269.6165659,259.831932,257.5150131,273.7528745,269.6830882,260.7706785,260.5017875,275.98154,267.6013664,282.9193494,264.4198811,255.5151798,272.8760977,246.7490581,272.4644318,280.5184251,250.1130209,252.6088863,284.1753617,269.4803665,254.9313272,251.5621885,259.5976884,254.4130207,262.9112439,262.6431472,252.8123457,272.9712341,269.2261374,278.7923132,289.5164962,279.5838066,281.0525495
Traffic Business,Monitor,RPV/RPC,Monitor RPV/RPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.47494446,11.63016289,11.55035865,22.23593718,30.73448542,10.36488049,8.69847417,7.705451977,9.651721911,11.32757591,8.231588545,9.93463178,7.854662012,0,0,0,0,0,0,0,0,0,0,0,0,0
Traffic Business,Monitor,Number of Orders,Monitor Number of Orders,184.0928823,229.4939328,252.8243714,1297.479304,2985.508798,1148.583821,921.4588003,789.249415,910.7030401,654.9194635,1013.891643,824.7697151,815.9421771,715.2474592,735.8585813,796.7381185,1720.235172,606.5154966,611.6865481,570.0713645,812.3075144,897.2045158,722.8568841,694.4211741,783.6735227,864.6704378,583.5487569,572.1109503,552.4883057,1285.291065,1788.002097,525.8918126,642.8030976,378.1061135,444.997909,759.7100765,522.5238826,489.3455265,585.4323035,917.2124871,841.9042688,766.2194118,1122.195531,1060.327792,1517.409497,685.3257261,609.4769494,437.9406274,349.0778258,349.5154636,294.421702,282.7706707
Traffic Business,Monitor,Order $,Monitor Order $,40621.8166,50542.46923,54779.15387,242557.2646,511702.32,219380.9159,192476.9273,163626.7863,186808.1649,134747.2036,206501.0844,170433.0289,166385.582,158026.3419,166950.0782,184890.632,361052.7134,135300.7133,138445.5142,127187.0943,174654.685,191188.2732,163748.8489,154968.6729,169106.8412,186392.5566,133267.5545,126688.1031,129345.9953,281230.773,378052.3798,118748.7787,131250.4227,85249.28834,103296.7384,157235.8001,109224.9905,115071.9017,130548.2512,193490.8409,175256.9794,164596.7356,236251.7943,230683.5102,329788.9637,143371.4111,137670.6665,97566.27025,80532.33734,83734.98667,68115.99092,65764.13883
Traffic Business,Monitor,LIO,Monitor LIO,1.664059773,1.664059773,1.664059773,1.664059773,1.664059773,1.664059773,1.664059773,1.664059773,1.664059773,1.664059773,1.664059773,1.664059773,1.664059773,1.600065937,1.600065937,1.600065937,1.600065937,1.600065937,1.600065937,1.600065937,1.600065937,1.600065937,1.600065937,1.600065937,1.600065937,1.600065937,1.720332653,1.720332653,1.720332653,1.720332653,1.720332653,1.720332653,1.720332653,1.720332653,1.720332653,1.720332653,1.720332653,1.720332653,1.720332653,1.64259512,1.64259512,1.64259512,1.64259512,1.64259512,1.64259512,1.64259512,1.64259512,1.64259512,1.64259512,1.64259512,1.64259512,1.64259512
Traffic Business,Monitor,ASP,Monitor ASP,102.4740652,117.0229663,121.5282115,177.0718622,240.0191855,189.576473,194.6209301,161.1451669,171.5205068,168.6662867,182.5841834,180.0539282,178.8437901,182.6935747,195.3310446,212.3824885,260.8273188,174.0214293,178.7075033,173.3856777,197.8999176,219.7784377,210.7056445,188.1838812,211.2562024,208.7362145,194.1725598,172.6109589,178.3113129,288.242853,289.7811286,191.3525822,144.1428068,156.8734696,180.2999271,152.2272878,135.8265983,171.2983882,182.1334999,231.914401,199.5873213,205.4772255,244.6504036,242.4479109,302.1691431,181.0661008,195.6762286,155.4468845,157.0448688,148.2396687,134.7281975,131.4122893
Traffic Business,Monitor,Units,Monitor Units,479.047005,521.9370259,544.7170469,1655.379166,2576.345965,1398.450697,1195.148544,1227.071501,1316.171725,965.4376487,1366.758982,1143.889083,1124.280242,1045.295226,1032.875813,1052.032013,1672.82415,939.5720918,936.2004699,886.4670121,1066.516012,1051.257052,939.1497333,995.1630584,967.3518405,1079.10453,829.410112,886.9522134,876.6108524,1179.063096,1576.574981,749.94183,1100.37443,656.710581,692.3469944,1248.221557,971.7844496,811.7994772,866.1916222,1008.24354,1061.145963,968.033258,1166.976022,1149.822647,1318.920925,956.8815126,850.2293624,758.4910045,619.6968756,682.6141294,610.9748495,604.7639707
Traffic Business,Monitor,PM,Monitor PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,Monitor,PM%,Monitor PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Monitor,Traffic,Monitor Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Monitor,Conversion,Monitor Conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Monitor,AOS,Monitor AOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Monitor,RPV/RPC,Monitor RPV/RPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Monitor,Number of Orders,Monitor Number of Orders,0.951560194,1.186234299,1.30682732,6.706558357,15.43183688,5.936930477,4.762940881,4.079561997,4.707345286,3.385222091,5.240718253,4.263163358,4.217534577,4.222721569,4.344406769,4.703831094,10.15602932,3.580783178,3.611312346,3.365622088,4.795750642,5.296970736,4.267646556,4.099766077,4.626699536,5.104894063,3.973929872,3.896039137,3.762410178,8.752750303,12.17618041,3.581289753,4.377448159,2.574878554,3.030407421,5.17357724,3.558354365,3.332411872,3.986756705,6.17611539,5.669022156,5.159392799,7.556383264,7.139792456,10.21758456,4.614689424,4.103956303,2.948904302,2.350540319,2.353487184,1.98250943,1.904056383
Deals,Monitor,Order $,Monitor Order $,1181.545943,1470.102877,1593.33315,7055.138739,14883.62291,6381.020171,5598.477655,4759.328404,5433.593272,3919.322793,6006.39112,4957.29809,4839.572077,4653.391172,4916.16784,5444.462135,10631.89522,3984.191099,4076.795842,3745.2699,5143.044884,5629.908354,4821.901456,4563.352197,4979.677896,5488.689208,4538.134423,4314.085627,4404.59432,9576.697466,12873.74504,4043.72934,4469.445421,2902.977633,3517.54398,5354.320482,3719.417612,3918.521354,4445.534509,6563.908911,5945.350404,5583.71639,8014.515058,7825.618728,11187.63404,4863.676639,4670.28677,3309.800649,2731.948057,2840.593501,2310.740693,2230.957367
Deals,Monitor,LIO,Monitor LIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Monitor,ASP,Monitor ASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Monitor,Units,Monitor Units,16.21184474,17.6633231,18.43424152,56.02112058,87.18835594,47.32618165,40.44605734,41.52638979,44.54170766,32.67221192,46.25367485,38.7113415,38.04774175,40.16641243,39.68918528,40.42527955,64.27977768,36.10390558,35.97434796,34.06329496,40.98184026,40.39550098,36.08767607,38.24003864,37.17136749,41.46556544,34.98936086,37.41682265,36.98056366,49.7397651,66.50913719,31.63692477,46.42021776,27.70388638,29.20723835,52.65727276,40.99554165,34.24644147,36.54101971,45.02693613,47.38949431,43.23119359,52.11573663,51.34968769,58.9014121,42.73317014,37.97021421,33.87329018,27.67491238,30.48472078,27.28539725,27.00802692
Deals,Monitor,PM,Monitor PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Monitor,PM%,Monitor PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,DT Accy,Traffic,DT Accy Traffic,349.9551756,333.2407969,329.4702132,592.9085196,624.1416551,477.996575,435.1720669,535.5729452,534.0002823,399.5339821,517.2321234,445.3775114,434.8935172,351.0100003,333.1192546,319.1833251,373.7753319,334.4384443,329.2355015,316.7333622,321.7452681,283.0246573,280.3594744,327.6901725,274.3668455,309.4384661,246.7005201,231.3908944,237.8777083,268.6603838,261.2896811,243.3666598,320.5190607,235.0113692,227.3411419,294.8564838,281.8607416,246.0445468,353.0529016,256.2487925,309.2348494,282.7667212,280.5796831,288.2852763,265.0547608,308.9016178,274.23053,303.7291835,254.3532204,308.2371936,293.1417911,299.046241
Traffic Business,DT Accy,Conversion,DT Accy Conversion,0.416903404,0.477012407,0.503529063,0.850314387,1.257160556,0.891029551,0.83643194,0.697783944,0.750655728,0.735936325,0.804778156,0.782213602,0.787338299,0.901382303,0.938507876,0.997650239,1.354656558,0.850361254,0.860699886,0.847146104,1.003332226,1.12427926,1.013932753,0.919221935,1.067191561,1.055549893,0.946486138,1.079118043,1.037452196,1.23551611,1.698663553,0.867523991,0.966499482,0.786683675,0.85735517,1.191779727,0.970622494,0.928859485,0.690699578,1.160113611,1.011774191,1.009389735,1.226316619,1.17599452,1.467168692,0.913345057,0.91414944,0.736310194,0.718354749,0.652960836,0.614529163,0.596272065
Traffic Business,DT Accy,AOS,DT Accy AOS,38.7280434,38.65346751,38.02765947,32.81081815,30.08169083,33.52272879,36.66114016,36.38675652,36.00163964,36.1106309,35.74653952,36.2680553,35.78982045,40.91553932,42.01529188,42.97485582,38.8685113,41.31172232,41.91457586,41.31701484,39.81758226,39.46252924,41.95087768,41.32720896,39.96143915,39.92023334,42.22657866,40.94436949,43.28809876,40.45758607,39.0951215,41.7514302,37.75386031,41.68844322,42.92074514,38.26856372,38.65044381,43.48027504,41.23186606,39.0665959,38.55029694,39.78168592,38.98716875,40.28946712,40.24838301,38.74187555,41.8310963,41.25718418,42.72313945,44.36655192,42.84443074,43.0695062
Traffic Business,DT Accy,RPV/RPC,DT Accy RPV/RPC,13.3606702,15.25757034,15.84496868,23.08680492,31.29393932,24.71716846,25.37486979,21.0102666,22.36301369,21.99087765,23.80550682,23.47560964,23.31783063,30.51859626,32.62966034,35.47806993,43.57068194,29.06993172,29.85273102,28.96373068,33.05878544,36.71354846,35.1979565,31.43574098,35.28992609,34.86896716,33.07252848,36.56203738,37.16240844,41.36334246,54.95373084,29.9723018,30.19466646,27.13832643,30.45055908,37.74030475,31.04360034,33.42023884,23.56619287,37.50363289,32.27591559,33.22839117,39.56321335,39.20704108,48.86475599,29.28078871,31.64344004,25.13782182,25.39623708,23.97231949,21.78733549,21.25110919
Traffic Business,DT Accy,Number of Orders,DT Accy Number of Orders,120.7299744,131.5391665,137.2802135,417.1905517,649.2936583,352.4391449,301.2027036,309.2479638,331.7031042,243.310701,344.4521626,288.2842356,283.3423932,261.8157468,258.7050486,263.503114,418.9933075,235.3352074,234.4907151,222.033945,267.1309301,263.309009,235.229419,249.2591114,242.2932184,270.2839841,193.2197738,206.6248091,204.2156807,274.6750991,367.2796567,174.7068051,256.3437501,152.987609,161.2894848,290.7862871,226.3873671,189.117192,201.7884119,245.9968784,258.9043065,236.1861496,284.725314,280.5401381,321.7976784,233.4652847,207.4436986,185.0608627,151.1970976,166.5479999,149.0690491,147.5536842
Traffic Business,DT Accy,Order $,DT Accy Order $,3869.081796,4207.37083,4319.910891,11327.10093,16162.57863,9776.665327,9137.598669,9311.452666,9881.868326,7270.487507,10188.96729,8651.918303,8391.475363,8864.439697,8994.55197,9370.60058,13476.34869,8045.026012,8133.134856,7591.289569,8801.69487,8598.404693,8165.822467,8524.214412,8012.16022,8928.543721,6751.569003,7000.739207,7315.177095,9195.736176,11881.92174,6035.988796,8008.503032,5277.632933,5728.495209,9208.382087,7240.589403,6804.411028,6884.881334,7952.476838,8259.12898,7775.079832,9185.758533,9353.061203,10717.62581,7484.627655,7180.699293,6318.026058,5345.321847,6114.519655,5285.050049,5258.806569
Traffic Business,DT Accy,LIO,DT Accy LIO,1.38738218,1.38738218,1.38738218,1.38738218,1.38738218,1.38738218,1.38738218,1.38738218,1.38738218,1.38738218,1.38738218,1.38738218,1.38738218,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375,1.459427375
Traffic Business,DT Accy,ASP,DT Accy ASP,33.73356172,33.66860335,33.12350134,28.57943913,26.20226804,29.19953969,31.93321236,31.69421404,31.35876295,31.45369838,31.13656129,31.59082087,31.17426059,33.87962116,34.79025807,35.58481346,32.18460418,34.20767574,34.70686138,34.21205814,32.970471,32.67647361,34.73692066,34.22049927,33.08958997,33.05546999,34.96521155,33.90349364,35.84419052,33.50041847,32.37224604,34.57177057,31.26163081,34.51961495,35.54000777,31.68782479,32.00403602,36.00331978,34.14155172,32.34862576,31.9211106,32.94074746,32.28285706,33.36120959,33.32719038,32.07974497,34.63773713,34.16251608,35.37638275,36.73719071,35.47681655,35.66318758
Traffic Business,DT Accy,Units,DT Accy Units,138.6048626,151.0144287,157.6054764,478.9584311,745.4259704,404.6201411,345.7977985,355.0342138,380.8139894,279.3344938,395.450632,330.966664,325.2931485,316.1880834,312.431374,318.225873,506.0073448,284.2082232,283.1883518,268.1446337,322.6070924,317.9914575,284.0804652,301.0237608,292.6112325,326.414954,233.3465069,249.5354202,246.6259783,331.7179895,443.5541107,210.9888749,309.579695,184.7591655,194.7851254,351.1750532,273.4021487,228.3919253,243.6946288,297.0840466,312.6720125,285.235884,343.8553733,338.8010449,388.6267057,281.949966,250.5243718,223.4932017,182.5968113,201.1356976,180.0268223,178.1967555
Traffic Business,DT Accy,PM,DT Accy PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,DT Accy,PM%,DT Accy PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT Accy,Traffic,DT Accy Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT Accy,Conversion,DT Accy Conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT Accy,AOS,DT Accy AOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT Accy,RPV/RPC,DT Accy RPV/RPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT Accy,Number of Orders,DT Accy Number of Orders,0.172834166,0.188308349,0.196527095,0.597240091,0.92951339,0.504543514,0.431194641,0.442712045,0.474858291,0.348317824,0.49310954,0.412700869,0.405626245,0.428213352,0.423125643,0.430973129,0.685285476,0.384903045,0.383521833,0.363148134,0.436906613,0.430655661,0.384730022,0.407676318,0.396283236,0.442063597,0.373020905,0.398900028,0.39424908,0.530274681,0.709052635,0.337280648,0.494885051,0.295350601,0.311377808,0.561378174,0.437052683,0.365100655,0.38956311,0.480031302,0.505218489,0.460886925,0.555604868,0.547438035,0.627946824,0.455577507,0.404799725,0.361122497,0.29504171,0.324997023,0.290889097,0.287932057
Deals,DT Accy,Order $,DT Accy Order $,16.72042465,18.18235713,18.66870446,48.95061612,69.84736755,42.25033344,39.48857588,40.23989436,42.7049733,31.41976442,44.03211637,37.38968462,36.26416782,37.30990871,37.85754366,39.44031029,56.72116418,33.86104439,34.23188937,31.95129421,37.0458194,36.19018292,34.36946961,35.87792037,33.7227142,37.5797188,33.72238878,34.96693126,36.53746941,45.93038896,59.3472101,30.14824565,40.00045806,26.36044888,28.61239253,45.99355211,36.16492265,33.9863214,34.38825033,40.17625173,41.72547142,39.2800345,46.40684339,47.2520636,54.14590211,37.81265773,36.2771987,31.91893677,27.00479366,30.89081375,26.70029797,26.56771479
Deals,DT Accy,LIO,DT Accy LIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT Accy,ASP,DT Accy ASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT Accy,Units,DT Accy Units,0.760470329,0.828556734,0.864719218,2.627856402,4.089858914,2.219991463,1.897256421,1.947932996,2.089376479,1.532598427,2.169681976,1.815883823,1.784755476,1.88413875,1.861752828,1.89628177,3.015256096,1.693573396,1.687496066,1.597851789,1.922389095,1.894884907,1.692812097,1.7937758,1.743646236,1.945079829,1.641291981,1.755160124,1.73469595,2.333208597,3.119831595,1.484034851,2.177494223,1.299542645,1.370062353,2.470063968,1.923031804,1.606442884,1.714077683,2.112137729,2.222961354,2.027902471,2.44466142,2.408727354,2.762966026,2.00454103,1.78111879,1.588938985,1.298183523,1.429986902,1.279912025,1.26690105
Deals,DT Accy,PM,DT Accy PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT Accy,PM%,DT Accy PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,NB,Traffic,NB Category Traffic,424666.2945,448849.0141,489732.8814,858747.3837,867200.2984,542478.3942,550353.8461,527113.4941,525922.1816,479189.718,507537.0262,483079.7448,434714.4083,450404.9044,514497.8875,494192.6246,576717.9406,497996.5835,457866.1426,430372.2853,459909.4639,464548.7582,453061.6364,493151.2551,460411.7348,452008.1683,396903.1892,478248.2282,383854.2285,411550.9759,413173.803,420454.338,519173.3694,465760.4728,441858.2827,542681.4512,516570.6267,470710.3581,535369.1631,527907.9794,504506.642,489533.5341,496158.4755,527075.6327,474177.1,482085.7288,422756.3676,422085.1272,416956.5815,460874.2358,419395.8143,437871.7711
Traffic Business,NB,Conversion,NB Category Conversion,0.005457459,0.005805556,0.006159697,0.013642618,0.018502102,0.012646081,0.012488431,0.010160713,0.010746682,0.008783535,0.012190578,0.010667648,0.011105858,0.010194086,0.00847875,0.008791884,0.011917846,0.008271544,0.00965191,0.007965936,0.011003671,0.008974399,0.007921456,0.008148134,0.008697066,0.009278881,0.007220693,0.006340428,0.008256974,0.009991367,0.013981308,0.00727269,0.008725657,0.00654225,0.008216996,0.013490746,0.009179521,0.009064968,0.00721568,0.010430598,0.010926178,0.009703753,0.009417213,0.010489796,0.013088059,0.006641009,0.006873217,0.005946533,0.007113834,0.00688969,0.006716209,0.005775355
Traffic Business,NB,AOS,NB Category AOS,881.6475826,894.8724115,880.5785879,741.6510277,689.7656253,758.466311,834.3181071,817.6071605,812.84827,845.9177755,792.3090329,826.670323,841.9699619,874.3732365,908.3559181,895.0090554,841.6160686,895.7178402,916.0318762,927.0706678,847.6668469,942.8190145,906.3048698,934.6616536,897.0326283,892.7610853,925.436992,889.8163083,932.7657588,893.1871836,840.3471005,950.2210654,883.1577612,924.1965626,918.9506408,831.4774605,880.5004454,928.4907559,880.8727259,867.9588086,863.5194888,889.4201026,880.8590606,849.5988503,842.4779256,891.6868997,919.8146394,903.123595,909.537419,866.3920012,886.1849887,881.1218244
Traffic Business,NB,RPV/RPC,NB Category RPV/RPC,3.98155493,4.299046556,4.488432485,8.372681572,10.56063106,7.937056823,8.621975962,6.874420821,7.228549248,6.148437203,7.992564845,7.297401962,7.737772426,7.375855093,6.373164582,6.511433496,8.300017871,6.130911729,7.316292892,6.111065044,7.718449178,7.001658821,5.940822621,6.302020808,6.455773023,6.854852356,5.529591033,4.668594979,6.373247,7.384730157,9.722406349,5.718563792,6.37681274,5.003325044,6.248452628,9.282259284,6.688316597,6.964839491,5.259660221,7.491617141,7.807422101,7.141902238,6.864297061,7.374765629,9.124331015,4.900198617,5.231516404,4.44404343,5.354162275,4.939481591,4.925108935,4.210967278
Traffic Business,NB,Number of Orders,NB Category Number of Orders,1917.809578,2156.310535,2496.237137,9694.611246,13277.23805,5676.826746,5687.444143,4431.957246,4676.95452,3482.924671,5119.874221,4264.368732,3995.060767,3799.431603,3609.796169,3595.385309,5687.59247,3408.632672,3656.950039,2836.928317,4187.715772,3449.879416,2969.816127,3325.106427,3313.495589,3470.636556,2371.541591,2509.222697,2622.735437,3402.63828,4780.21951,2530.353242,3748.674927,2521.488536,3004.438351,6058.263967,3923.89114,3530.915166,3196.670538,4556.534743,4561.444598,3930.876571,3866.429168,4575.170104,5135.504075,2649.26604,2404.459308,2076.974455,2454.492968,2627.54019,2330.856535,2092.631971
Traffic Business,NB,Order $,NB Category Order $,1399161.192,1596760.094,1818951.869,5949729.864,7578382.746,3562945.52,3926594.555,2998523.763,3145863.532,2438032.434,3356766.602,2917120.328,2783474.416,2749050.596,2713350.99,2662809.608,3961044.629,2526496.338,2772023.196,2176348.543,2937444.311,2691531.671,2227261.045,2571740.961,2459585.269,2563962.298,1816121.28,1847595.155,2024390.664,2514927.749,3324097.797,1989633.361,2739575.778,1928362.127,2284666.051,4168366.718,2858997.507,2712889.558,2330120.003,3272661.199,3259431.02,2893100.995,2818277.353,3216535.938,3580212.916,1954812.939,1830142.876,1552192.535,1847351.806,1883783.758,1709256.259,1525794.556
Traffic Business,NB,LIO,NB Category LIO,1.290765633,1.290765633,1.290765633,1.290765633,1.290765633,1.290765633,1.290765633,1.290765633,1.290765633,1.290765633,1.290765633,1.290765633,1.290765633,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315,1.30222315
Traffic Business,NB,ASP,NB Category ASP,825.4302503,837.8118118,824.4294189,694.3604287,645.7834445,710.1035031,781.1186891,765.4732984,761.0178536,791.9787168,741.7882794,773.9585579,788.2826314,811.4171784,842.9530609,830.5671904,781.018571,831.2249417,850.0763396,860.3203233,786.633685,874.9347676,841.0496908,867.3647478,832.4450633,828.4810772,858.8042743,825.7483281,865.60536,828.8764958,779.8409704,881.8038609,819.5692054,857.6531575,852.7849492,771.6099564,817.10322,861.6381631,817.4486958,805.4645981,801.3449152,825.3806498,817.4360144,788.4265816,781.8183731,827.4842344,853.5867387,838.0974721,844.0494921,804.0106029,822.3784685,817.6798588
