Biz,GBU,Metric,Total Store + Deals,2014-W48,2014-W49,2014-W50,2014-W51,2014-W52,2015-W01,2015-W02,2015-W03,2015-W04,2015-W05,2015-W06,2015-W07,2015-W08,2015-W09,2015-W10,2015-W11,2015-W12,2015-W13,2015-W14,2015-W15,2015-W16,2015-W17,2015-W18,2015-W19,2015-W20,2015-W21,2015-W22,2015-W23,2015-W24,2015-W25,2015-W26,2015-W27,2015-W28,2015-W29,2015-W30,2015-W31,2015-W32,2015-W33,2015-W34,2015-W35,2015-W36,2015-W37,2015-W38,2015-W39,2015-W40,2015-W41,2015-W42,2015-W43,2015-W44,2015-W45,2015-W46,2015-W47
Traffic Business,NB,Units,NB Category Units,2048.425264,2303.169735,2666.247617,10354.87925,14181.50695,6063.456695,6074.797208,4733.803239,4995.486469,3720.135184,5468.57197,4554.800824,4267.151181,4094.221069,3889.872243,3874.343276,6128.880147,3673.100916,3940.684676,3057.039289,4512.631345,3717.547903,3200.237569,3583.094055,3570.582358,3739.915543,2555.54424,2703.907717,2826.227659,3666.641433,5151.106133,2726.677735,4039.526295,2717.125236,3237.546055,6528.311223,4228.337145,3804.871037,3444.69311,4910.066161,4915.356961,4235.86456,4166.416827,4930.147398,5533.956439,2854.816712,2591.01597,2238.122294,2644.93163,2831.405202,2511.702521,2254.994642
Traffic Business,NB,PM,NB Category PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,NB,PM%,NB Category PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,NB,Traffic,NB Category Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,NB,Conversion,NB Category Conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,NB,AOS,NB Category AOS,10692.02464,11842.01919,15540.51779,6860.500652,10753.47042,5236.498992,7112.85479,8235.675868,7438.653047,8677.577982,12590.90516,3089.638808,3089.197754,19181.15342,22606.77203,19709.87295,14440.61202,31759.67355,19927.90184,15840.21563,25516.46856,19315.55267,13497.3652,16378.52075,26760.10228,16983.17849,11512.27933,13567.00349,11833.805,8668.170297,19078.48572,11962.65213,9524.924716,15313.64303,11599.17176,8125.14039,9836.247077,16067.35515,10198.6274,8085.530039,9515.274352,8306.836791,6082.195495,13366.92965,8404.805211,6668.969659,10726.67723,8119.57294,5678.467125,6885.080491,11246.10007,7138.583414
Deals,NB,RPV/RPC,NB Category RPV/RPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,NB,Number of Orders,NB Category Number of Orders,30.89141969,36.50804145,39.31635233,54.29401036,93.6103627,32.76362694,30.89141969,7.488829016,20.59427979,25.27479793,36.50804145,28.08310881,34.6358342,30.49320659,43.95318568,26.44409699,31.09602749,32.61734356,29.00720568,28.34523392,29.81593716,30.76805929,42.30277808,60.25565765,45.87772614,39.88366613,30.49320659,43.95318568,26.44409699,31.09602749,32.61734356,29.00720568,28.34523392,29.81593716,30.76805929,42.30277808,60.25565765,45.87772614,39.88366613,30.49320659,43.95318568,26.44409699,31.09602749,32.61734356,29.00720568,28.34523392,29.81593716,30.76805929,42.30277808,60.25565765,45.87772614,39.88366613
Deals,NB,Order $,NB Category Order $,330291.8205,432328.9275,610996.4729,372484.0935,1006636.267,171566.6995,219726.1825,61675.5684,153193.7021,219324.03,459669.2876,86766.66284,106996.9412,584894.8737,993639.6485,521209.7919,449045.6684,1035916.183,578052.7475,448994.6174,760797.4232,594302.0697,570976.0446,986898.5394,1227692.644,677351.4208,351046.3119,596313.0238,312934.2872,269545.6618,622289.5234,347003.1109,269986.2191,456590.6182,356884.0044,343716.0108,592689.5364,737133.7195,406758.6503,246553.7379,418226.6204,219666.7978,189132.1183,435993.7367,243799.9135,189033.505,319825.9343,249823.5016,240214.9346,414865.053,515945.4994,284712.8775
Deals,NB,LIO,NB Category LIO,13.60635697,13.60635697,13.60635697,13.60635697,13.60635697,13.60635697,13.60635697,13.60635697,13.60635697,13.60635697,13.60635697,13.60635697,13.60635697,370.2554498,266.8538004,437.025107,349.475558,354.5931453,407.7672966,422.3188777,367.1000411,395.6725562,276.6388206,200.2923187,252.4724854,289.0332985,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459,14.59646459
Deals,NB,ASP,NB Category ASP,785.8109754,870.3298921,1142.151263,504.2128961,790.3269368,384.8567993,522.7596782,605.2814789,546.7042401,637.7591006,925.3693103,227.0731847,227.0407693,51.80518862,84.71594557,45.10009295,41.32080682,89.5665186,48.87077018,37.50771389,69.50821494,48.81701388,48.79056803,81.77308477,105.9921529,58.75855335,788.7032683,929.4718874,810.7309085,593.8540968,1307.062104,819.5581919,652.5501197,1049.133708,794.6562461,556.6512589,673.8787338,1100.77033,698.7053158,553.937564,651.8889757,569.0992321,416.6896345,915.7648803,575.8110231,456.8893801,734.8818724,556.2698343,389.0303086,471.6950771,770.4673967,489.0624965
Deals,NB,Units,NB Category Units,420.3196836,496.7414442,534.9523245,738.7436862,1273.696011,445.7936038,420.3196836,101.8956809,280.2131224,343.8979229,496.7414442,382.1088032,471.267524,11290.27592,11729.07464,11556.73432,10867.30156,11565.88645,11828.18984,11970.72738,10945.43176,12174.07667,11702.59064,12068.74539,11582.86354,11527.70758,445.0930103,641.5611185,385.9903254,453.8920642,476.0979004,423.4026507,413.7402032,435.2072711,449.104888,617.4710024,879.5195734,669.6526052,582.1605205,445.0930103,641.5611185,385.9903254,453.8920642,476.0979004,423.4026507,413.7402032,435.2072711,449.104888,617.4710024,879.5195734,669.6526052,582.1605205
Deals,NB,PM,NB Category PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,NB,PM%,NB Category PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,Ink,Traffic,Ink Traffic,44512.8919,43729.58991,47962.71692,64601.16142,65555.34989,47523.79023,54282.91434,42932.40882,46345.8012,60279.55512,47370.25263,76448.71239,60316.85522,54049.82688,50011.25167,55453.20603,56221.80488,47871.8705,88686.52814,50986.58303,52548.65725,42723.28759,62657.96243,45234.10102,47879.5908,52239.84521,47135.96517,44854.59105,68048.27214,49618.58598,50734.11721,46860.98585,45706.41971,57671.92337,44220.49048,49574.34641,41085.55281,52259.08135,42813.49853,50641.60523,41813.85976,38452.06318,69134.08311,51043.22048,62507.43155,44964.46213,67891.15317,42663.82996,48885.40408,59162.08041,55766.52737,46093.13946
Traffic Business,Ink,Conversion,Ink Conversion,0.347410953,0.341624068,0.358239674,0.346496364,0.369473573,0.349393995,0.349393995,0.354830245,0.357430621,0.36899037,0.346871848,0.387941124,0.321238725,0.364892713,0.405452939,0.414236016,0.417741371,0.411650002,0.47805399,0.390509885,0.405956968,0.402490164,0.436380968,0.390197738,0.357539664,0.383473579,0.448619632,0.421157504,0.475819536,0.413277524,0.446275659,0.373899408,0.382239052,0.437125604,0.39010766,0.453908176,0.418835641,0.472434543,0.414097739,0.454178084,0.440184546,0.444401906,0.45895287,0.438493868,0.478438607,0.41082764,0.460973335,0.443972343,0.449396169,0.452777904,0.503635316,0.444432951
Traffic Business,Ink,AOS,Ink AOS,64.04412635,64.65354083,64.13111136,58.78832781,63.27471372,64.52796154,64.52796154,64.84527101,63.37079568,64.48178609,64.16019929,68.0143764,60.50846234,57.8579841,63.04743893,64.75359893,62.25286596,63.56815368,68.65688597,64.33894001,63.02229427,63.26083727,66.75971209,61.15506021,61.84269381,62.38292385,53.58719964,55.41191816,67.28551628,63.90426436,64.13576603,64.869845,61.57161673,67.86348075,66.82961587,64.46998118,62.01052464,66.72354853,65.88191069,67.30977003,66.71365752,66.59278855,69.06032608,66.57789083,66.54928818,63.82434725,70.31033284,67.17469985,65.46070656,67.47311708,70.00556893,58.71995354
Traffic Business,Ink,RPV/RPC,Ink RPV/RPC,22.24963098,22.08720564,22.97430844,20.36994184,23.37833456,22.5456823,22.5456823,23.00906338,22.65066287,23.79315811,22.25536689,26.38557365,19.43766127,21.11195679,25.56276943,26.82327282,26.00559757,26.16783061,32.82169827,25.1249921,25.58433951,25.46186476,29.13266779,23.86256616,22.11121597,23.92220306,24.0402698,23.33714516,32.01576316,26.41019614,28.62223124,24.25479662,23.53507643,29.66486499,26.07074504,29.26345153,25.97221783,31.52250918,27.28155024,30.5706224,29.36632105,29.59396214,31.69543484,29.19399687,31.83974876,26.22080595,32.41118861,29.82370886,29.41779076,30.55033654,35.25727681,26.09708221
Traffic Business,Ink,Number of Orders,Ink Number of Orders,15464.2662,14939.08041,17182.14808,22384.06755,24220.96936,16604.52695,18966.12432,15233.71713,16565.40851,22242.57534,16431.40707,29657.59943,19376.10964,19722.38797,20277.20899,22970.71512,23486.17385,19706.4556,42396.94862,19910.7647,21332.49358,17195.70302,27342.7423,17650.2439,17118.85281,20032.6004,21146.11937,18890.84762,32378.69729,20506.24635,22641.40158,17521.29485,17470.77856,25209.87432,17250.75205,22502.20113,17208.09385,24688.99523,17728.97293,23000.30724,18405.81488,17088.17016,31729.28583,22382.13918,29905.9685,18472.64386,31296.01128,18941.56053,21968.91332,26787.28277,28085.99261,20485.30997
Traffic Business,Ink,Order $,Ink Order $,990395.4184,965864.4452,1101910.252,1315921.901,1532574.902,1071456.276,1223845.341,987834.5156,1049763.118,1434240.986,1054242.352,2017143.131,1172418.6,1141097.609,1278426.095,1487436.474,1462081.632,1252702.998,2910842.467,1281037.496,1344422.688,1087814.571,1825393.604,1079401.728,1058675.973,1249692.185,1133161.32,1046778.102,2178617.364,1310436.588,1452123.634,1136603.681,1075704.081,1710829.821,1152861.133,1450716.483,1067082.927,1647337.372,1168018.611,1548145.391,1227919.23,1137948.902,2191234.826,1490155.619,1990220.916,1179004.436,2200432.97,1272393.644,1438100.588,1807421.467,1966175.892,1202896.449
Traffic Business,Ink,LIO,Ink LIO,2.765565576,2.765565576,2.765565576,2.765565576,2.765565576,2.765565576,2.765565576,2.765565576,2.765565576,2.765565576,2.765565576,2.765565576,2.765565576,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878,2.617433878
Traffic Business,Ink,ASP,Ink ASP,23.15769581,23.3780538,23.18914869,21.25725324,22.87948414,23.33264563,23.33264563,23.44738146,22.91422638,23.31594906,23.19966659,24.59329729,21.87923616,22.10485032,24.08750015,24.7393447,23.7839307,24.28644109,26.23060951,24.58092277,24.07789355,24.16902975,25.50578743,23.36451008,23.62722296,23.83361978,20.4731818,21.17032206,25.7066728,24.41485338,24.50329942,24.78375693,23.52365699,25.9274862,25.53249442,24.63098752,23.69134333,25.49197101,25.17042025,25.71593903,25.48819211,25.44201369,26.38474525,25.43632196,25.42539422,24.38432076,26.86231482,25.66433499,25.0094977,25.77834636,26.74587867,22.43416884
Traffic Business,Ink,Units,Ink Units,42767.44226,41315.00652,47518.35726,61904.60668,66984.67907,45920.90813,52452.06054,42129.84368,45812.72353,61513.30069,45442.13375,82020.03606,53585.90182,51622.04642,53074.25377,60124.32796,61473.50709,51580.34451,110971.2096,52115.11006,55836.39139,45008.61564,71567.82,46198.34633,44807.4653,52434.00694,55348.56922,49445.54455,84749.09921,53673.7439,59262.37153,45860.83072,45728.60767,65985.17911,45152.70283,58898.02357,45041.04781,64621.81254,46404.41438,60201.78339,48176.00341,44727.15548,83049.30767,58583.76935,78276.8951,48350.92385,81915.24017,49578.28224,57502.17799,70113.94143,73513.22856,53618.94431
Traffic Business,Ink,PM,Ink PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,Ink,PM%,Ink PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Ink,Traffic,Ink Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Ink,Conversion,Ink Conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Ink,AOS,Ink AOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Ink,RPV/RPC,Ink RPV/RPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Ink,Number of Orders,Ink Number of Orders,15.82612213,15.28864726,17.58420157,22.9078433,24.78772766,16.99306439,19.40992194,15.59017833,16.95303061,22.76304024,16.8158936,30.35157211,19.82950071,17.40035477,17.88985344,20.26623719,20.72100791,17.38629822,37.40530551,17.5665528,18.82089314,15.17115136,24.12351979,15.57217646,15.10334918,17.67404406,19.60568061,17.51469944,30.019995,19.01242065,20.99203547,16.24491495,16.19807864,23.37340179,15.99408048,20.86297541,15.95452981,22.89046736,16.43746424,19.01606512,15.21745647,14.12806156,26.23296112,18.5049796,24.72548903,15.27270896,25.87474081,15.66039726,18.16333504,22.14703953,23.22077957,16.93672977
Deals,Ink,Order $,Ink Order $,8991.964384,8769.243606,10004.42607,11947.47335,13914.5019,9727.929366,11111.49498,8968.713522,9530.973584,13021.71195,9571.641291,18313.97728,10644.58306,8933.833912,10009.00038,11645.37574,11446.86867,9807.610178,22789.44669,10029.44544,10525.69815,8516.672562,14291.29563,8450.807087,8288.541865,9784.038044,9341.722405,8629.583697,17960.40712,10803.1704,11971.23097,9370.101049,8868.047947,14103.99118,9504.126627,11959.63049,8796.975607,13580.56277,9629.084084,10833.59057,8592.716335,7963.123208,15333.79299,10427.79054,13927.14061,8250.421062,15398.15964,8903.938775,10063.52056,12647.94913,13758.87867,8417.612264
Deals,Ink,LIO,Ink LIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Ink,ASP,Ink ASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Ink,Units,Ink Units,326.6420302,315.548859,362.9277757,472.8046696,511.6043984,350.7270454,400.6095909,321.7722863,349.9007711,469.8160181,347.0703424,626.4389378,409.2694545,359.1332838,369.2362539,418.2834435,427.6696489,358.8431647,772.0239257,362.5635152,388.4523762,313.1238116,497.895531,321.4007382,311.7244137,364.7820728,404.6499368,361.4932917,619.5953776,392.4053934,433.2635014,335.2856725,334.3189981,482.4135282,330.1085937,430.5997762,329.2922908,472.4460403,339.2597787,392.4806133,314.0795223,291.5950397,541.4331831,381.9321029,510.3198289,315.2199018,534.0397227,323.2215647,374.8807563,457.1021187,479.2634937,349.5643312
Deals,Ink,PM,Ink PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,Ink,PM%,Ink PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,DT,Traffic,DT Category Traffic,182266.7589,173561.4279,171597.5991,308803.8747,325070.9934,248954.4164,226650.1762,278941.8523,278122.764,208088.8327,269389.4228,231965.4663,226505.0995,251390.7418,238577.5233,228596.7146,267695.1024,239522.3171,235796.0084,226842.0695,230431.5591,202700.1467,200791.3626,234689.2552,196499.4865,221617.5194,175345.3631,164463.8624,169074.4434,190953.6004,185714.7848,172975.7818,227812.779,167037.1584,161585.4521,209572.7937,200335.9136,174879.1222,250936.5979,180963.4303,218382.2939,199690.4468,198145.9559,203587.6618,187182.2235,218146.9651,193662.1707,214494.1812,179624.7734,217677.7473,207017.3427,211187.0775
Traffic Business,DT,Conversion,DT Category Conversion,0.005913834,0.006766489,0.007142632,0.012061831,0.017833002,0.012639382,0.011864907,0.009898165,0.010648159,0.010439362,0.011415893,0.011095812,0.011168506,0.008400359,0.008746347,0.00929752,0.012624611,0.007924872,0.008021222,0.007894909,0.009350473,0.010477629,0.009449263,0.008566614,0.009945605,0.009837111,0.008888094,0.01013359,0.009742322,0.011602265,0.015951508,0.00814659,0.009076032,0.007387449,0.008051099,0.011191553,0.009114749,0.008722569,0.006486099,0.010964533,0.009562539,0.009540002,0.011590234,0.011114627,0.013866589,0.008632259,0.008639862,0.006959057,0.006789356,0.006171301,0.005808073,0.005635521
Traffic Business,DT,AOS,DT Category AOS,1138.741154,1144.468178,1129.376195,1013.227327,970.6670777,1039.864224,1130.393866,1104.736976,1099.532795,1101.049708,1098.336487,1111.570834,1097.538724,1079.206308,1112.835879,1145.782511,1077.417686,1083.410618,1100.504649,1083.155793,1062.274633,1066.944987,1120.50553,1092.249291,1073.674165,1071.189978,1125.881689,1081.619318,1140.844732,1144.446267,1113.137636,1112.80443,987.6778714,1089.136718,1133.415359,1005.078565,1003.583449,1140.890146,1094.558814,1031.696139,1000.09241,1031.739695,1037.708901,1066.001028,1101.738782,993.0800614,1072.37255,1034.604818,1068.956072,1100.958562,1058.013083,1061.100347
Traffic Business,DT,RPV/RPC,DT Category RPV/RPC,5.572645623,6.408175026,6.675197821,10.11317192,14.32392423,10.87601288,11.09842546,9.048588352,9.688353102,9.511480776,10.37558421,10.20618592,10.14336839,7.501870315,8.054249723,8.815288898,11.25561822,7.104812178,7.304654464,7.076284651,8.219352798,9.250650567,8.761514957,7.742802837,8.836309829,8.719695452,8.280730167,9.069952415,9.19721321,10.98766573,14.69324955,7.501739148,7.417858904,6.658005614,7.551121943,9.308026771,7.569469818,8.234845745,5.874757067,9.360718276,7.913718087,8.144902144,9.952564548,9.804371719,12.6419927,7.093751851,7.66689885,5.957885563,6.005589907,5.622312147,5.084993274,4.948319889
Traffic Business,DT,Number of Orders,DT Category Number of Orders,891.9569234,971.8155819,1014.230621,3082.217179,4797.002376,2603.831709,2225.295236,2284.733877,2450.633174,1797.587264,2544.823627,2129.85318,2093.34269,1747.488622,1726.726274,1758.75095,2796.569903,1570.74432,1565.107759,1481.965074,1782.964801,1757.455398,1570.038236,1663.679387,1617.185549,1804.009853,1289.644952,1379.116831,1363.037109,1833.31834,2451.407255,1166.080183,1710.965792,1021.115457,1076.526309,1940.852429,1511.021981,1262.262279,1346.836308,1641.90562,1728.05622,1576.423933,1900.398478,1872.46453,2147.837892,1558.263525,1384.582507,1235.188318,1009.164693,1111.624256,994.9610377,984.8467386
Traffic Business,DT,Order $,DT Category Order $,840496.9535,920353.8344,947856.5034,2584266.975,3853075.152,2240561.116,2081539.597,2088631.185,2229737.521,1637812.4,2312918.585,1959088.504,1901198.351,1560580.149,1590090.574,1667530.479,2493314.289,1408204.838,1425290.441,1328299.905,1567280.848,1551649.356,1455765.691,1503691.185,1436810.859,1599089.062,1201517.679,1234362.56,1286771.6,1736203.137,2258039.737,1073778.014,1398375.791,920289.5631,1009673.569,1614209.031,1254849.145,1191682.823,1219891.385,1401739.273,1430096.175,1345892.602,1631877.154,1651727.766,1958156.432,1280537.833,1228660.158,1057486.712,892666.3268,1012735.968,871092.6691,864753.5507
Traffic Business,DT,LIO,DT Category LIO,1.319004853,1.319004853,1.319004853,1.319004853,1.319004853,1.319004853,1.319004853,1.319004853,1.319004853,1.319004853,1.319004853,1.319004853,1.319004853,1.343722812,1.343722812,1.343722812,1.343722812,1.343722812,1.343722812,1.343722812,1.343722812,1.343722812,1.343722812,1.343722812,1.343722812,1.343722812,1.312010287,1.312010287,1.312010287,1.312010287,1.312010287,1.312010287,1.312010287,1.312010287,1.312010287,1.312010287,1.312010287,1.312010287,1.312010287,1.317252387,1.317252387,1.317252387,1.317252387,1.317252387,1.317252387,1.317252387,1.317252387,1.317252387,1.317252387,1.317252387,1.317252387,1.317252387
Traffic Business,DT,ASP,DT Category ASP,1043.305211,1048.552262,1034.725113,928.3104826,889.3171344,952.7149866,1035.657494,1012.150865,1007.382837,1008.77262,1006.286789,1018.411989,1005.555886,970.5715092,1000.815869,1030.446035,968.962933,974.3526065,989.7259222,974.1234321,955.3442064,959.5444346,1007.71348,982.3015628,965.5962416,963.3621175,1037.022715,996.2537031,1050.804816,1054.122104,1025.284473,1024.977564,909.7264817,1003.177801,1043.961798,925.7538446,924.3767295,1050.846646,1008.171963,946.4889868,917.4953897,946.5289454,952.0051583,977.9606554,1010.746851,911.062187,983.8059579,949.1574396,980.671644,1010.031069,970.6324302,973.4647185
Traffic Business,DT,Units,DT Category Units,973.5483404,1060.712039,1107.006977,3364.161812,5235.806326,2842.016214,2428.853263,2493.729031,2674.803903,1962.020868,2777.610391,2324.680682,2284.830409,1943.082736,1919.996486,1955.605642,3109.586311,1746.555676,1740.288222,1647.839485,1982.529718,1954.16508,1745.770561,1849.892843,1798.195011,2005.930315,1400.150273,1497.288694,1479.831155,1990.409197,2661.460063,1265.997656,1857.572672,1108.611392,1168.770213,2107.157519,1640.496351,1370.42127,1462.242163,1789.717274,1883.623535,1718.340634,2071.48081,2041.032124,2341.195821,1698.545346,1509.228789,1346.38547,1100.014192,1211.697621,1084.53186,1073.507027
Traffic Business,DT,PM,DT Category PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Business,DT,PM%,DT Category PM%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT,Traffic,DT Category Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT,Conversion,DT Category Conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT,AOS,DT Category AOS,5483.10343,6068.839793,7937.741641,3745.067176,5781.328726,3071.47129,3986.364006,5546.075213,4335.063887,4722.451864,6721.607577,1946.462115,1866.169456,4197.25337,4795.60242,4423.413361,3668.90731,6658.711123,4319.776824,3480.030714,5515.516489,4292.772863,2969.052589,3462.539172,5623.691226,3722.723143,4188.476269,4764.60529,4334.608644,3591.706191,7274.243202,4316.892589,3538.206238,5345.514,4137.605676,2998.01538,3431.008065,5571.614262,3663.640993,4338.564067,4848.533063,4435.25892,3478.604178,6924.864108,4873.38874,3569.354233,5479.750353,4122.642116,2857.399334,3397.965126,5492.334096,3538.152853
Deals,DT,RPV/RPC,DT Category RPV/RPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deals,DT,Number of Orders,DT Category Number of Orders,13.71708688,16.21110268,17.45811058,24.10881937,41.56692995,14.54842548,13.71708688,3.325354396,9.144724589,11.22307109,16.21110268,12.47007899,15.37976408,13.54026355,19.5170592,11.74228895,13.80794133,14.48346952,12.88041678,12.58647353,13.2395275,13.66230969,18.78420896,26.75604098,20.37163594,17.71002172,13.54026355,19.5170592,11.74228895,13.80794133,14.48346952,12.88041678,12.58647353,13.2395275,13.66230969,18.78420896,26.75604098,20.37163594,17.71002172,13.54026355,19.5170592,11.74228895,13.80794133,14.48346952,12.88041678,12.58647353,13.2395275,13.66230969,18.78420896,26.75604098,20.37163594,17.71002172
Deals,DT,Order $,DT Category Order $,75212.20615,98382.58504,138577.9713,90289.14809,240312.0862,44685.07118,54681.30142,18442.66559,39642.96532,53000.41297,108964.6706,24272.53632,28701.24598,56831.91683,93596.05633,51940.99782,50660.05689,96441.23959,55640.5259,43801.31449,73022.83224,58649.19228,55771.30424,92643.83998,114563.7903,65929.50771,56713.07257,92991.0835,50898.22717,49594.06836,105356.2797,55603.37576,44533.53917,70772.07962,56529.25011,56315.34734,91800.1924,113502.8973,64883.16154,58745.30092,94629.10682,52080.0918,48032.36241,100296.0582,62771.27811,44925.58259,72549.30551,56324.81332,53673.98616,90916.09418,111887.8306,62660.76387
Deals,DT,LIO,DT Category LIO,7.423389985,7.423389985,7.423389985,7.423389985,7.423389985,7.423389985,7.423389985,7.423389985,7.423389985,7.423389985,7.423389985,7.423389985,7.423389985,72.01085953,51.5154357,88.15969184,70.49783898,67.58356788,77.19383245,77.75127099,72.49114542,70.55674534,53.89416295,36.88251743,47.61757059,54.64721637,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857,3.791517857
Deals,DT,ASP,DT Category ASP,738.6219427,817.5257489,1069.283158,504.4932725,778.7954959,413.7540208,536.9980639,747.1047921,583.9709848,636.1555302,905.4592731,262.2054549,251.3893321,58.28639455,93.09059227,50.17500934,52.0428337,98.5255933,55.96012903,44.75850581,76.08538197,60.84142406,55.09042959,93.8802287,118.1011789,68.12283207,1104.696437,1256.648516,1143.238356,947.3003493,1918.55702,1138.565807,933.1899179,1409.861222,1091.279491,790.7164077,904.9167627,1469.494401,966.27291,1144.281586,1278.784182,1169.784526,917.4700764,1826.409467,1285.339783,941.4050962,1445.265606,1087.332902,753.6294017,896.2017995,1448.584526,933.1758379
